Id,Character,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
1697,措,N1,"THỐ, TRÁCH",11,818," ソ ショ | いしやま そば"
2523,仏,N2,PHẬT,4,819," フツ | わ.く わ.かす"
1626,績,N2,TÍCH,17,820," セキ"
1916,築,N2,TRÚC,16,821," チ ジ | は.せる"
322,貨,N2,HÓA,11,822," カ ケ | かまびす.しい"
1159,志,N1,CHÍ,7,823," シ | いくさ"
1025,混,N2,"HỖN, CỔN",11,824," コン | こう.る こうり こり しきみ"
1071,載,N1,"TÁI, TẠI, TẢI",13,825," サイ | た.つ さば.く"
1413,昇,N2,THĂNG,8,826," ショウ ソウ | はや.い"
1908,池,N2,TRÌ,6,827," チ"
1537,陣,N1,TRẬN,10,828," ジン"
329,我,N1,NGÃ,7,829," ガ | けわ.しい"
683,勤,N3,CẦN,12,830," キン ゴン | わず.か"
128,為,N1,"VI, VỊ",9,831," イ"
805,血,N2,HUYẾT,6,832," ケツ ケチ | むす.ぶ ゆ.う ゆ.わえる"
1914,遅,N3,TRÌ,12,833," チ | くも"
2858,抑,N1,ỨC,7,834," ヨク"
2683,幕,N1,"MẠC, MỘ, MÁN",13,835," テン シン | まき こずえ"
620,居,N3,"CƯ, KÍ",8,836," キョ コ | さ.る -さ.る"
1662,染,N1,NHIỄM,9,837," セン | あら.う"
284,温,N2,"ÔN, UẨN",12,838," オン"
1113,雑,N3,TẠP,14,839," サツ サチ"
1410,招,N3,"CHIÊU, THIÊU, THIỀU",8,840," ショウ"
2203,奈,N1,NẠI,8,841," ドン | にぶ.い にぶ.る にぶ- なま.る なまく.ら"
549,季,N2,QUÝ,8,842," キ | いの.る"
1015,困,N3,KHỐN,7,843," コン キン | いま"
1592,星,N2,TINH,9,844," セイ | ととの.える ととの.う"
1386,傷,N1,THƯƠNG,13,845," ジョ ジ | のぞ.く -よ.け"
207,永,N2,VĨNH,5,846," エイ ヨウ | さか.える は.え -ば.え は.える え"
1845,択,N1,TRẠCH,7,847," タク | たく.する たの.む"
1301,秀,N1,TÚ,7,848," シュウ ス | しま"
1945,著,N2,"TRỨ, TRƯỚC, TRỮ",11,849," チョ | お からんし からむし"
1958,徴,N1,"TRƯNG, CHỦY, TRỪNG",14,850," チョウ | ほ.る -ぼ.り"
1184,誌,N2,CHÍ,14,851," シ | こころ.みる ため.す"
866,庫,N2,KHỐ,10,852," コ キ | おのれ つちのと な"
1895,弾,N1,"ĐÀN, ĐẠN",12,853," ダン タン"
1387,償,N1,THƯỜNG,17,854," ショウ | きず いた.む いた.める"
456,刊,N2,"KHAN, SAN",5,855," カン | さむ.い"
1761,像,N2,TƯỢNG,14,856," ソウ | さわ.ぐ うれい さわ.がしい"
912,功,N1,CÔNG,5,857," コウ ク | おおやけ"
623,拠,N1,CỨ,8,858," キョ ゴ | こば.む"
982,香,N2,HƯƠNG,9,859," コウ | うなじ"
800,欠,N3,KHIẾM,4,860," ケツ | すぐ.れる"
942,更,N3,"CANH, CÁNH",7,861," コウ | あきらか"
2401,秘,N1,BÍ,10,862," ヒ | いしぶみ"
622,拒,N1,"CỰ, CỦ",8,863," キョ"
755,刑,N1,HÌNH,6,864," ケイ | かたむ.く かたむ.ける かたぶ.く かた.げる かし.げる"
1079,坂,N2,PHẢN,7,865," ゴ コ | さ.える こお.る ひ.える"
996,刻,N3,KHẮC,8,866," コク | か.つ"
2027,底,N2,ĐỂ,8,867," テイ | みかど"
1136,賛,N3,TÁN,15,868," サン | ほ.める たた.える"
1996,塚,N1,TRỦNG,12,869," ツウ ツ | とお.る とお.り -とお.り -どお.り とお.す とお.し -どお.し かよ.う"
1912,致,N1,TRÍ,10,870," チ | お.く -お.き"
2604,抱,N3,BÃO,8,871," ホウ | くりや"
740,繰,N1,SÀO,19,872," リツ リ | くり おののく"
2514,服,N4,PHỤC,8,873," フク | はば"
2366,犯,N3,PHẠM,5,874," ハン"
2414,尾,N1,VĨ,7,875," ビ | そな.える そな.わる つぶさ.に"
2453,描,N1,MIÊU,11,876," ビョウ ミョウ | たまや みたまや やしろ"
2479,布,N2,BỐ,5,877," フ フウ | と.む とみ"
653,恐,N3,"KHỦNG, KHÚNG",10,878," キョウ コウ | ひる.む おびえ.る おじる おび.える おそ.れる"
1196,寺,N2,TỰ,6,879," ジ | あざ あざな -な"
2960,鈴,N1,LINH,13,880," レイ リョウ | みみなぐさ"
2381,盤,N1,BÀN,15,881," バン | つが.い"
1772,息,N3,TỨC,10,882," ソク | つ.く つ.ける すなわ.ち"
172,宇,N2,VŨ,6,883," ウ ユウ | みぎ"
981,項,N1,HẠNG,12,884," コウ ゴ | お.りる お.ろす ふ.る ふ.り くだ.る くだ.す"
1720,喪,N1,"TANG, TÁNG",12,885," ソウ | くら"
2354,伴,N1,BẠN,7,886," シュン ジュン | はやぶさ"
248,遠,N3,"VIỄN, VIỂN",13,887," エン オン"
2856,養,N1,"DƯỠNG, DƯỢNG",15,888," ヨウ | ひ"
821,懸,N1,HUYỀN,20,889," ケン"
2767,戻,N3,LỆ,7,890," ユウ | もっと.も とが.める"
378,街,N1,NHAI,12,891," ガイ カイ コウ | ふた けだ.し おお.う かさ かこう"
621,巨,N2,"CỰ, HÁ",5,892," キョ コ | い.る -い お.る"
1525,震,N2,CHẤN,15,893," シン | はり"
521,願,N3,NGUYỆN,19,894," ガン | かお"
361,絵,N3,HỘI,12,895," カイ | みな みんな"
532,希,N2,HI,7,896," キ ギ"
224,越,N3,"VIỆT, HOẠT",12,897," エツ"
761,契,N1,"KHẾ, TIẾT, KHIẾT, KHẤT",9,898," ケイ | かた -がた"
768,掲,N1,YẾT,11,899," ケイ | いこ.い いこ.う"
2788,躍,N1,DƯỢC,21,900," ヤク | わけ"
541,棄,N1,KHÍ,13,901," キ | ご"
2859,欲,N3,DỤC,11,902," ヨク | おさ.える"
1994,痛,N3,THỐNG,12,903," ツイ タイ | つち"
1489,触,N2,XÚC,13,904," ショク シキ | いろ"
2046,邸,N1,ĐỂ,8,905," テイ | かわ.る たがいに"
116,依,N2,"Y, Ỷ",8,906," イ | くらい ぐらい"
1625,籍,N2,"TỊCH, TẠ",20,907," セキ | つ.む -づ.み つ.もる つ.もり"
253,汚,N2,Ô,6,908," オ ヨ | おい.て お.ける ああ より"
1337,縮,N1,SÚC,17,909," シュク シュウ | いわ.う"
499,還,N1,"HOÀN, TOÀN",16,910," カン | つらぬ.く ぬ.く ぬき"
2679,枚,N2,MAI,8,911," マイ バイ | くら.い むさぼ.る"
1779,属,N1,"CHÚC, THUỘC, CHÚ",12,912," ゾク"
1435,笑,N3,TIẾU,10,913," ショウ"
886,互,N3,HỖ,4,914," ゴ | いつ いつ.つ"
2517,複,N2,PHỨC,14,915," フク | はら"
2909,慮,N1,"LỰ, LƯ",15,916," リョ ロ | とも"
2821,郵,N2,BƯU,11,917," ユウ | うれ.える くに むら"
1774,束,N3,"THÚC, THÚ",7,918," ソク サク | とら.える"
1928,仲,N2,TRỌNG,6,919," チュウ | なか うち あた.る"
206,栄,N2,VINH,9,920," エイ | ひ.く"
1110,札,N2,TRÁT,5,921," サツ | す.る す.れる -ず.れ こす.る こす.れる"
3019,枠,N1,,8,922," ワク | まど.う"
1192,似,N3,TỰ,7,923," ジ ズ | こと つか.う つか.える"
2824,夕,N4,TỊCH,3,924," ユウ | と.ける と.かす"
764,恵,N1,HUỆ,10,925," ケイ | みち こみち さしわたし ただちに"
2362,板,N2,BẢN,8,926," ハン | ふ まだら"
2968,列,N3,LIỆT,6,927," レキ レッキ"
2989,露,N1,LỘ,21,928," ロ ル | -じ みち"
272,沖,N1,"TRÙNG, XUNG",7,929," コウ | おか"
1878,探,N3,"THAM, THÁM",11,930," タン | かつ.ぐ にな.う"
2147,逃,N3,ĐÀO,9,931," トウ | ふ.む ふ.まえる"
1257,借,N4,TÁ,10,932," ジャ | よこし.ま"
490,緩,N1,HOÃN,15,933," カン ケン | えら.ぶ ふだ"
1640,節,N1,"TIẾT, TIỆT",13,934," セツ | ぬす.む ひそ.か"
1290,需,N1,NHU,14,935," ジュ | ひも"
1009,骨,N2,CỐT,10,936," コツ | ほけ.る ぼ.ける ほ.れる"
1244,射,N1,"XẠ, DẠ, DỊCH",10,937," シャ ジャ | うつ.す うつ.る うつ- うつ.し"
754,傾,N2,KHUYNH,13,938," ケイ | かか.る かかり -がかり かか.わる"
2186,届,N2,GIỚI,8,939," タン ダン トド | むくげ"
2839,曜,N4,DIỆU,18,940," ヨウ"
2819,遊,N3,DU,12,941," ユウ イウ | さそ.う いざな.う"
2736,迷,N3,MÊ,9,942," メイ"
2722,夢,N3,"MỘNG, MÔNG",13,943," ム | つと.める"
459,巻,N2,QUYỂN,9,944," カン ケン | すす.める"
973,購,N1,CẤU,17,945," コウ ク | みつ.ぐ"
535,揮,N1,HUY,12,946," キ | い.む い.み い.まわしい"
744,君,N3,QUÂN,7,947," クン | いさお"
2251,燃,N2,NHIÊN,16,948," ネン | よ.る よ.れる より ひね.る"
1321,充,N1,SUNG,6,949," ジュウ ヂュウ チュウ | す.む す.まう -ず.まい"
176,雨,N5,"VŨ, VÚ",8,950," ウ"
2550,閉,N3,BẾ,11,951," ヘイ ヘツ フツ | おお.う おお.い"
1372,緒,N3,TỰ,14,952," ショ"
1630,跡,N2,TÍCH,13,953," セキ シャク | あか あか- あか.い あか.らむ あか.らめる"
2595,包,N2,BAO,5,954," ホウ"
1940,駐,N2,TRÚ,15,955," チュウ イ シュ シュウ | い.る"
972,貢,N1,CỐNG,10,956," コウ"
1214,鹿,N1,LỘC,11,957," セキ | しお うしお せい"
1268,弱,N2,NHƯỢC,10,958," ジャク セキ | さび さび.しい さび.れる さみ.しい"
590,却,N1,"KHƯỚC, TỨC",7,959," ショ | きび"
1885,端,N1,ĐOAN,14,960," タン | みじか.い"
1985,賃,N1,NHẪM,13,961," チン | めずら.しい たから"
1637,折,N3,"CHIẾT, ĐỀ",7,962," セツ ショウ | おさ.める かね.る と.る"
1437,紹,N2,THIỆU,11,963," ショウ"
398,獲,N1,HOẠCH,16,964," カク コク バイ | から がら"
749,郡,N1,QUẬN,10,965," グン | いくさ"
2541,併,N1,TINH,8,966," ヘイ | ひのえ"
1749,草,N3,THẢO,9,967," ソウ | さと.い みみざと.い"
2061,徹,N1,TRIỆT,15,968," テツ | さとい あき.らか し.る さば.く"
162,飲,N4,"ẨM, ẤM",12,969," イン | ひ.く ひ.き ひ.き- -び.き ひ.ける"
555,貴,N1,QUÝ,12,970," キ | しる.す"
1442,衝,N1,XUNG,15,972," ショウ"
1426,焦,N1,"TIÊU, TIỀU",12,973," ショウ | や.く や.き や.き- -や.き や.ける"
1862,奪,N1,ĐOẠT,14,974," シン ジン | たつ"
882,雇,N2,CỐ,12,975," コ"
1061,災,N1,TAI,7,976," サイ セイ | す.む -ず.み -ずみ す.まない す.ます -す.ます すく.う な.す わたし わた.る"
191,浦,N1,"PHỔ, PHỐ",10,977," キュウ | うまや"
2589,暮,N3,MỘ,14,978," ボ ボウ | つちのえ"
1819,替,N2,THẾ,12,979," タイ | いただ.く"
1622,析,N1,TÍCH,8,980," セキ シャク | むかし"
2830,預,N2,DỰ,13,981," ヨ | かご こし"
1425,焼,N2,THIÊU,12,982," ショウ"
489,簡,N2,GIẢN,18,983," カン | くだ"
1476,譲,N1,NHƯỢNG,20,984," ジョウ セイ | む.す む.れる む.らす"
1433,称,N1,"XƯNG, XỨNG",10,985," ショウ | さいわ.い きざ.し よ.い つまび.らか"
2228,肉,N4,"NHỤC, NHỤ, NẬU",6,986," シン | にぎ.わい にぎ.やか にぎ.わす にぎ.わう"
2260,納,N1,NẠP,10,987," ノウ | こ.い"
1288,樹,N1,THỤ,16,988," ジュ | さず.ける さず.かる"
1960,挑,N1,"THIÊU, THIỂU, THAO, KHIÊU",9,989," チョウ | こ.りる こ.らす こ.らしめる"
1434,章,N2,CHƯƠNG,11,990," ショウ | たた.える とな.える あ.げる かな.う はか.り はか.る ほめ.る"
1764,臓,N2,TẠNG,19,991," ゾウ | にく.む にく.い にく.らしい にく.しみ"
2897,律,N2,LUẬT,9,992," リク ロク | おか"
2818,誘,N1,DỤ,14,993," ユウ"
2536,紛,N1,PHÂN,10,994," フン | くそ"
1826,貸,N4,"THẢI, THẮC",12,995," タイ ダイ | ふくろ"
1179,至,N1,CHÍ,6,996," シ | あぶら"
1294,宗,N1,TÔNG,8,997," シュウ | まわ.り"
1768,促,N1,XÚC,9,998," ゾウ | つく.る つく.り -づく.り"
1502,慎,N1,THẬN,13,999," シン | こころ -ごころ"
938,控,N1,KHỐNG,11,1000," コウ | かか.わる"
1766,贈,N2,TẶNG,18,1001," ゾウ ソウ | くら おさ.める かく.れる"
1907,智,N1,TRÍ,12,1002," チ | は.じる はじ は.じらう は.ずかしい"
85,握,N1,ÁC,12,1003," アク オ | わる.い わる- あ.し にく.い -にく.い ああ いずくに いずくんぞ にく.む"
1427,照,N2,CHIẾU,13,1004," ショウ | こ.げる こ.がす こ.がれる あせ.る"
1929,宙,N1,TRỤ,8,1005," チュウ | なか"
1281,酒,N3,TỬU,10,1006," シュ | おもむき おもむ.く"
1344,俊,N1,TUẤN,9,1007," ジュツ | の.べる"
1681,銭,N1,TIỀN,14,1008," セン | うつ.る うつ.す みやこがえ"
2318,薄,N2,"BẠC, BÁC",16,1009," ハク"
2157,堂,N4,ĐƯỜNG,11,1010," ドウ | おな.じ"
1327,渋,N1,SÁP,11,1011," ジュウ | しる -しる つゆ"
747,群,N2,QUẦN,13,1012," クン キン | おし.える よ.む くん.ずる"
1331,銃,N1,SÚNG,14,1013," ジュウ チョウ | え おも.い おも.り おも.なう かさ.ねる かさ.なる おも"
2391,悲,N3,BI,12,1014," ヒ | かれ かの か.の"
2455,秒,N2,MIỂU,9,1015," ビョウ ヘイ | や.む -や.み やまい"
1733,操,N1,"THAO, THÁO",16,1016," ソウ | か.く"
769,携,N1,HUỀ,13,1017," ケイ | かか.げる"
257,奥,N2,"ÁO, ÚC",12,1018," オウ"
1520,診,N1,CHẨN,12,1019," シン | おや おや- した.しい した.しむ"
586,詰,N2,CẬT,13,1020," キツ | たちばな"
1850,託,N1,THÁC,10,1021," タク | みが.く"
1593,晴,N3,TÌNH,12,1022," セイ ショウ | ほし -ぼし"
1108,撮,N1,TOÁT,15,1023," サツ | せま.る"
1891,誕,N1,ĐẢN,15,1024," タン"
1496,侵,N1,XÂM,9,1025," シン"
424,括,N1,"QUÁT, HOẠT",9,1026," コウ カッ チョウ キョウ | あたか.も"
414,掛,N3,QUẢI,11,1027," ガク | あご あぎと"
1252,謝,N1,TẠ,17,1028," シャ | もの"
1717,双,N2,SONG,4,1029," ソウ ショウ | つく.る はじ.める きず けず.しける"
924,孝,N1,HIẾU,7,1030," コウ | あな"
1146,刺,N2,"THỨ, THÍCH",8,1031," シ | つか.う つか.い -つか.い -づか.い"
2139,到,N3,ĐÁO,8,1032," トウ | す.べる ほび.る"
713,駆,N1,KHU,14,1033," ク | むくろ からだ"
1499,寝,N3,TẨM,13,1034," シン"
2148,透,N1,THẤU,10,1035," トウ | に.げる に.がす のが.す のが.れる"
1988,津,N1,TÂN,9,1036," チン | ひ.ねる"
2555,壁,N1,BÍCH,16,1037," ヘキ ヒ ヘイ | へき.する ひが.む"
151,稲,N1,ĐẠO,14,1038," イツ | そ.れる そ.らす はぐ.れる"
289,仮,N1,GIẢ,6,1039," カ ケ | ば.ける ば.かす ふ.ける け.する"
108,暗,N3,ÁM,13,1040," アン | おさ.える しら.べる"
2971,裂,N1,LIỆT,12,1041," レツ | はげ.しい"
2470,敏,N1,MẪN,10,1042," ヒン | しき.りに"
1978,鳥,N4,ĐIỂU,11,1043," チョウ | いただ.く いただき"
1360,純,N2,"THUẦN, CHUẨN, ĐỒN, TRUY",10,1044," ジュン | たて"
1582,是,N1,THỊ,9,1045," ボウ ホ モ ム | せ うね"
2377,飯,N4,"PHẠN, PHÃN",12,1046," ハン | わか.つ"
2283,排,N1,BÀI,11,1047," ハイ | おが.む おろが.む"
2817,裕,N1,DỤ,12,1048," ユウ ウ | たす.ける"
817,堅,N1,KIÊN,12,1049," ケン | かこ.い"
2787,訳,N1,DỊCH,11,1050," ヤク | くすり"
2125,盗,N3,ĐẠO,11,1051," トウ | むね むな-"
1238,芝,N1,CHI,6,1052," サイ シ | しば"
960,綱,N1,CƯƠNG,14,1053," コウ | しぼ.る し.める し.まる"
600,吸,N3,HẤP,6,1054," キュウ | およ.ぶ およ.び および およ.ぼす"
2066,典,N1,ĐIỂN,8,1055," テツ | くろがね"
335,賀,N1,HẠ,12,1056," ギ ガ | ひむし"
94,扱,N1,"TRÁP, HẤP",6,1057," アツ カン ワツ | めぐ.る めぐ.らす"
883,顧,N1,CỐ,21,1058," コ | やと.う"
933,弘,N1,HOẰNG,5,1059," コウ"
486,看,N1,"KHÁN, KHAN",9,1060," カン"
1444,訟,N1,TỤNG,11,1061," ショウ | も もすそ"
351,戒,N1,GIỚI,7,1062," カイ エ | ふところ なつ.かしい なつ.かしむ なつ.く なつ.ける なず.ける いだ.く おも.う"
1172,祉,N1,CHỈ,8,1063," シ | しし"
2828,誉,N1,DỰ,13,1064," ヨ | あた.える あずか.る くみ.する ともに"
478,歓,N1,HOAN,15,1065," カン"
2571,勉,N4,MIỄN,10,1066," ベン ビン | たよ.り"
1722,奏,N1,TẤU,9,1067," ソウ | さかん"
458,勧,N1,KHUYẾN,13,1068," カン"
1760,騒,N1,TAO,18,1069," ソウ | しも"
2862,翌,N2,DỰC,11,1070," ヨク | あ.びる あ.びせる"
2855,陽,N3,DƯƠNG,12,1071," ヨウ | はる.か"
2348,閥,N1,PHIỆT,14,1072," バツ ハツ ボチ | いかだ"
952,甲,N1,GIÁP,5,1073," コウ | みぞ"
346,快,N2,KHOÁI,7,1074," カイ エ | まわ.る まわ.す もとお.る めぐ.る めぐ.らす"
2215,縄,N1,THẰNG,15,1075," ジュン シュン クン | な.れる な.らす したが.う"
2564,片,N2,PHIẾN,4,1076," ヘン | か.わる か.わり か.える"
666,郷,N1,HƯƠNG,11,1077," キョウ | そば"
770,敬,N2,KÍNH,12,1078," ケイ | たずさ.える たずさ.わる"
2837,揺,N1,DAO,12,1079," ヨウ | あ.げる -あ.げ あ.がる"
2742,免,N1,"MIỄN, VẤN",8,1080," メツ | ほろ.びる ほろ.ぶ ほろ.ぼす"
538,既,N1,KÍ,10,1081," キ | はた"
1675,薦,N1,TIẾN,16,1082," セン | ふね ふな-"
2942,隣,N1,LÂN,16,1083," リン | わ"
2258,悩,N2,NÃO,10,1084," ノウ ドウ | ふくろ"
317,華,N1,"HOA, HÓA",10,1085," カ | に"
1659,泉,N2,"TUYỀN, TOÀN",9,1086," セイ セン | もみじ"
893,御,N3,"NGỰ, NHẠ, NGỮ",12,1087," ゴ コウ | のち うし.ろ うしろ あと おく.れる"
2373,範,N1,PHẠM,15,1088," ハン"
168,隠,N1,ẨN,14,1089," イン | かげ かげ.る"
2108,冬,N4,ĐÔNG,5,1090," トウ | なかま むら"
2172,徳,N1,ĐỨC,14,1091," トク | え.る う.る"
2399,皮,N2,BÌ,5,1092," ヒ | つか.れる -づか.れ つか.らす"
2060,哲,N1,TRIẾT,10,1093," デキ ジョウ ニョウ | いばり おぼ.れる"
630,漁,N2,NGƯ,14,1094," キョ コ | のこ のこぎり"
1570,杉,N1,SAM,7,1095," キョ | す.える す.わる"
2894,里,N1,LÍ,7,1096," リ | うち うら"
1264,釈,N1,THÍCH,11,1097," シャク | く.む"
865,己,N1,KỈ,3,1098," コ"
968,荒,N2,HOANG,9,1099," コウ"
1946,貯,N2,TRỮ,12,1100," チョ チャク | あらわ.す いちじる.しい"
954,硬,N2,NGẠNH,12,1101," コウ オウ"
1800,妥,N1,THỎA,7,1102," ダ | お.ちる くず.す くず.れる"
121,威,N1,UY,9,1103," イ | ゆだ.ねる"
992,豪,N1,HÀO,14,1104," ゴウ コウ | ほり"
736,熊,N1,HÙNG,14,1105," ワ ア | くぼ.む くぼ.み くぼ.まる くぼ"
1190,歯,N3,XỈ,12,1106," シ | か.う"
1821,滞,N1,TRỆ,13,1107," タイ"
2415,微,N1,VI,13,1108," ビ | お"
2905,隆,N1,LONG,11,1109," リュウ | つぶ"
2676,埋,N2,MAI,10,1110," マ マア | あさ"
1428,症,N1,CHỨNG,10,1111," ショウ | て.る て.らす て.れる"
1140,暫,N1,TẠM,15,1112," ザン サン セン ゼン | き.る"
1930,忠,N1,TRUNG,8,1113," チュウ"
1719,倉,N1,"THƯƠNG, THẢNG",10,1114," ソウ ス | くさむら むら.がる むら"
1932,昼,N4,TRÚ,9,1115," チュウ | ひき-"
1924,茶,N4,TRÀ,9,1116," チツ"
2427,彦,N1,NGẠN,9,1117," シ | ひげ くちひげ"
493,肝,N1,CAN,7,1118," カン | はね ふで やまどり ふみ"
1933,柱,N2,"TRỤ, TRÚ",9,1119," チュウ | ひる"
460,喚,N1,HOÁN,12,1120," カン ケン | ま.く まき ま.き"
237,沿,N1,DUYÊN,8,1121," エン"
2717,妙,N1,DIỆU,7,1122," ミャク | すじ"
1394,唱,N1,XƯỚNG,11,1123," ショウ | あきな.う"
1066,祭,N2,"TẾ, SÁI",11,1124," サイ | とりで"
1825,袋,N2,ĐẠI,11,1125," タイ | こけ こけら"
75,阿,N1,"A, Á",8,1126," ア アイ ワ | うつく.しい"
1098,索,N1,"TÁC, SÁCH",10,1127," サク"
1606,誠,N1,THÀNH,13,1128," セイ サイ ス | にし"
2634,忘,N3,VONG,7,1129," ボウ モウ | ずきん おお.う"
1310,襲,N1,TẬP,22,1130," シュウ シュ | おお.い"
1642,雪,N3,TUYẾT,11,1131," セツ ゼイ | と.く"
2434,筆,N2,BÚT,12,1132," ヒツ | おわ.る あみ おわ.り ことごとく"
1546,吹,N3,"XUY, XÚY",7,1133," トウ ズ | とど.まる"
746,訓,N2,HUẤN,10,1134," クン | かお.る"
1020,懇,N1,KHẨN,17,1135," コン | うら.む うら.めしい"
2861,浴,N2,DỤC,10,1136," ヨウ ヨク オク | そそ.ぐ"
2280,俳,N1,BÀI,10,1137," バ | うま うま- ま"
2163,童,N2,ĐỒNG,12,1138," ドウ トウ | ひとみ"
2599,宝,N2,BẢO,8,1139," ホウ ブ | たてまつ.る まつ.る ほう.ずる"
2547,柄,N1,BÍNH,9,1140," ヘイ"
670,驚,N1,KINH,22,1141," キョウ | う.ける もてな.す"
2675,麻,N1,MA,11,1142," マ"
2505,封,N2,PHONG,9,1143," ブ | -べ"
662,胸,N2,HUNG,10,1144," キョウ | た.める"
2730,娘,N3,NƯƠNG,10,1145," セイ | むこ"
1040,砂,N2,SA,9,1146," サ | みが.く"
2887,李,N1,LÍ,7,1147," リ | は.く"
251,塩,N2,DIÊM,13,1148," エン オン | おし おしどり"
949,浩,N1,HẠO,10,1149," コウ"
900,誤,N3,NGỘ,14,1150," ゴ | かた.る かた.らう"
1073,剤,N1,TỄ,10,1151," サイ | きわ -ぎわ"
1580,瀬,N1,LẠI,19,1152," セイ セ ソウ | よ さんじゅう"
1280,趣,N1,"THÚ, XÚC",15,1153," シュ ショウ | は.れる は.れ は.らす く.む はれもの"
504,陥,N1,HÃM,10,1154," カン | せき -ぜき かか.わる からくり かんぬき"
1067,斎,N1,TRAI,11,1155," サイ | まつ.る まつ.り まつり"
498,貫,N1,QUÁN,11,1156," カン | いさ.め いさ.める"
1646,仙,N1,TIÊN,5,1157," セン ゼン | せみ"
125,慰,N1,"ÚY, ỦY",15,1158," イ"
836,賢,N2,HIỀN,16,1159," ケン"
1381,序,N1,TỰ,7,1160," ジョ ニョ ニョウ | おんな め"
2030,弟,N4,"ĐỆ, ĐỄ",7,1161," テイ"
1353,旬,N1,"TUẦN, QUÂN",6,1162," ジュン"
3030,腕,N2,"OẢN, UYỂN",12,1163," ワン | こばち"
812,兼,N1,KIÊM,10,1164," ケン | すこ.やか"
1602,聖,N1,THÁNH,13,1165," セイ ショウ シヤウ"
1166,旨,N1,CHỈ,6,1166," シ セ | ほどこ.す"
1771,即,N1,TỨC,7,1167," ソク | のっと.る"
1661,洗,N3,"TẨY, TIỂN",9,1168," セン | あさ.い"
2790,柳,N1,LIỄU,9,1169," セイ ジョウ | やす.んじる"
1242,舎,N1,XÁ,8,1170," コウ | しま しろぎぬ"
563,偽,N1,NGỤY,11,1171," キ キュウ キン | かめ"
404,較,N1,"GIÁC, GIẾU, GIẢO",13,1172," カク | あかい あか かがや.く"
2270,覇,N1,BÁ,19,1173," ハ バン ハン | ま.く"
1948,兆,N2,TRIỆU,6,1174," チョウ テイ チン トウ チ | ひのと"
1405,床,N2,SÀNG,7,1175," ショウ ソ ソウ ホウ"
2336,畑,N2,,9,1176," キ | はだ"
470,慣,N3,QUÁN,14,1177," カン"
1447,詳,N1,TƯỜNG,13,1178," ショウ | みことのり"
2753,毛,N2,"MAO, MÔ",4,1179," モウ ボウ ミョウ | かしら"
2933,緑,N2,LỤC,14,1180," リョク リキ リイ | ちから"
1789,尊,N2,TÔN,12,1181," ソン | まご"
2032,抵,N1,"ĐỂ, CHỈ",8,1182," テイ ダイ"
663,脅,N1,HIẾP,10,1183," キョウ | むね むな-"
1336,祝,N2,"CHÚC, CHÚ",9,1184," シュク | しと.やか"
2958,礼,N3,LỄ,5,1185," レイ"
1744,窓,N3,SONG,11,1186," ソウ ショウ | あい-"
1325,柔,N2,NHU,9,1187," ジュウ | えびす つわもの"
2750,茂,N1,MẬU,8,1188," モ ボ"
571,犠,N1,HI,17,1189," ギ | あざむ.く"
